municipio,sigla_uf,ano,area_km2
Porto Franco,MA,2022,2.777
Porto Franco,MA,2023,1.48
Porto Franco,MA,2024,0.978
Porto Grande,AP,2020,0.592
Porto Grande,AP,2021,2.244
Porto Grande,AP,2022,0.612
Porto Grande,AP,2023,1.186
Porto Grande,AP,2024,0.379
Porto Velho,RO,2020,445.283
Porto Velho,RO,2021,619.618
Porto Velho,RO,2022,555.847
Porto Velho,RO,2023,263.831
Porto Velho,RO,2024,127.457
Porto Walter,AC,2020,23.477
Porto Walter,AC,2021,5.22
Porto Walter,AC,2022,7.077
Porto Walter,AC,2023,10.565
Porto Walter,AC,2024,6.616
Porto de Moz,PA,2020,31.797
Porto de Moz,PA,2021,51.354
Porto de Moz,PA,2022,41.395
Porto de Moz,PA,2023,22.341
Porto de Moz,PA,2024,16.208
Porto dos Gaúchos,MT,2020,51.596
Porto dos Gaúchos,MT,2021,17.225
Porto dos Gaúchos,MT,2022,29.187
Porto dos Gaúchos,MT,2023,92.862
Porto dos Gaúchos,MT,2024,32.926
Poxoréu,MT,2020,0.12
Poxoréu,MT,2021,0.078
Poxoréu,MT,2024,0.07
Pracuúba,AP,2020,0.791
Pracuúba,AP,2021,0.217
Pracuúba,AP,2023,0.539
Pracuúba,AP,2024,0.162
Praia Norte,TO,2020,0.469
Praia Norte,TO,2021,1.448
Praia Norte,TO,2022,1.163
Praia Norte,TO,2023,0.615
Prainha,PA,2020,54.733
Prainha,PA,2021,66.839
Prainha,PA,2022,80.749
Prainha,PA,2023,56.542
Prainha,PA,2024,67.961
Presidente Dutra,MA,2020,1.228
Presidente Dutra,MA,2021,2.349
Presidente Dutra,MA,2022,0.911
Presidente Dutra,MA,2023,0.347
Presidente Dutra,MA,2024,1.249
Presidente Figueiredo,AM,2020,9.372
Presidente Figueiredo,AM,2021,14.954
Presidente Figueiredo,AM,2022,15.089
Presidente Figueiredo,AM,2023,2.306
Presidente Figueiredo,AM,2024,7.172
Presidente Juscelino,MA,2020,0.278
Presidente Juscelino,MA,2021,0.622
Presidente Juscelino,MA,2023,1.115
Presidente Juscelino,MA,2024,0.764
Presidente Médici,RO,2020,0.744
Presidente Médici,RO,2021,1.091
Presidente Médici,RO,2022,0.528
Presidente Médici,RO,2023,0.996
Presidente Médici,RO,2024,0.19
Presidente Sarney,MA,2020,4.969
Presidente Sarney,MA,2021,1.57
Presidente Sarney,MA,2023,0.894
Presidente Sarney,MA,2024,1.088
Presidente Vargas,MA,2020,0.154
Presidente Vargas,MA,2021,0.348
Presidente Vargas,MA,2023,0.329
Presidente Vargas,MA,2024,0.095
Primavera,PA,2020,0.449
Primavera,PA,2021,0.064
Primavera,PA,2022,0.251
Primavera,PA,2023,0.07
Primavera,PA,2024,0.578
Primavera de Rondônia,RO,2020,0.297
Primavera de Rondônia,RO,2021,1.437
Primavera de Rondônia,RO,2022,0.264
Primavera de Rondônia,RO,2023,0.22
Primavera de Rondônia,RO,2024,0.065
Quatipuru,PA,2020,0.078
Quatipuru,PA,2021,0.071
Quatipuru,PA,2023,0.172
Quatipuru,PA,2024,0.145
Querência,MT,2020,22.382
Querência,MT,2021,25.361
Querência,MT,2022,46.866
Querência,MT,2023,46.145
Querência,MT,2024,12.137
Raposa,MA,2020,0.12
Recursolândia,TO,2020,0.788
Recursolândia,TO,2021,0.131
Recursolândia,TO,2022,0.406
Recursolândia,TO,2023,0.635
Recursolândia,TO,2024,0.23
Redenção,PA,2020,0.221
Redenção,PA,2021,0.402
Redenção,PA,2022,0.106
Redenção,PA,2023,0.298
Redenção,PA,2024,0.066
Reserva do Cabaçal,MT,2020,0.427
Reserva do Cabaçal,MT,2021,1.015
Reserva do Cabaçal,MT,2022,1.235
Reserva do Cabaçal,MT,2023,1.274
Riachinho,TO,2020,0.913
Riachinho,TO,2022,0.337
Riachinho,TO,2023,0.152
Ribamar Fiquene,MA,2020,0.235
Ribamar Fiquene,MA,2021,0.352
Ribamar Fiquene,MA,2022,1.441
Ribamar Fiquene,MA,2023,0.284
Ribamar Fiquene,MA,2024,0.164
Ribeirão Cascalheira,MT,2020,2.152
Ribeirão Cascalheira,MT,2021,2.491
Ribeirão Cascalheira,MT,2022,15.615
Ribeirão Cascalheira,MT,2023,3.137
Ribeirão Cascalheira,MT,2024,0.342
Rio Branco,AC,2020,55.398
Rio Branco,AC,2021,97.383
Rio Branco,AC,2022,118.155
Rio Branco,AC,2023,69.644
Rio Branco,AC,2024,62.339
Rio Crespo,RO,2020,6.094
Rio Crespo,RO,2021,8.267
Rio Crespo,RO,2022,3.966
Rio Crespo,RO,2023,2.986
Rio Crespo,RO,2024,0.431
Rio Maria,PA,2020,11.721
Rio Maria,PA,2021,5.838
Rio Maria,PA,2022,8.121
Rio Maria,PA,2023,8.185
Rio Maria,PA,2024,3.442
Rio Preto da Eva,AM,2020,2.959
Rio Preto da Eva,AM,2021,4.194
Rio Preto da Eva,AM,2022,4.473
Rio Preto da Eva,AM,2023,1.572
Rio Preto da Eva,AM,2024,11.7
Rodrigues Alves,AC,2020,16.711
Rodrigues Alves,AC,2021,13.19
Rodrigues Alves,AC,2022,23.685
Rodrigues Alves,AC,2023,11.312
Rodrigues Alves,AC,2024,8.278
Rolim de Moura,RO,2020,0.946
Rolim de Moura,RO,2021,1.442
Rolim de Moura,RO,2022,1.874
Rolim de Moura,RO,2023,1.492
Rolim de Moura,RO,2024,1.055
Rondolândia,MT,2020,51.277
Rondolândia,MT,2021,66.132
Rondolândia,MT,2022,48.045
Rondolândia,MT,2023,26.043
Rondolândia,MT,2024,11.178
Rondon do Pará,PA,2020,36.915
Rondon do Pará,PA,2021,33.284
Rondon do Pará,PA,2022,46.791
Rondon do Pará,PA,2023,35.889
Rondon do Pará,PA,2024,42.418
Rondonópolis,MT,2020,0.128
Rondonópolis,MT,2021,0.066
Rondonópolis,MT,2023,0.079
Rondonópolis,MT,2024,0.097
Rorainópolis,RR,2020,79.98
Rorainópolis,RR,2021,54.919
Rorainópolis,RR,2022,78.888
Rorainópolis,RR,2023,69.169
Rorainópolis,RR,2024,55.223
Rosário,MA,2020,1.912
Rosário,MA,2021,0.633
Rosário,MA,2022,0.268
Rosário,MA,2023,0.95
Rosário,MA,2024,0.191
Rurópolis,PA,2020,98.305
Rurópolis,PA,2021,169.553
Rurópolis,PA,2022,118.477
Rurópolis,PA,2023,40.027
Rurópolis,PA,2024,25.308
Salinópolis,PA,2021,0.971
Salinópolis,PA,2022,0.343
Salinópolis,PA,2024,0.204
Salto do Céu,MT,2020,0.188
Salto do Céu,MT,2021,2.117
Salto do Céu,MT,2024,0.191
Salvaterra,PA,2020,0.081
Salvaterra,PA,2021,0.353
Salvaterra,PA,2023,0.195
Salvaterra,PA,2024,0.066
Sampaio,TO,2021,0.186
Sampaio,TO,2022,0.192
Sampaio,TO,2023,0.094
Sandolândia,TO,2021,0.458
Santa Bárbara do Pará,PA,2020,0.321
Santa Bárbara do Pará,PA,2021,0.075
Santa Bárbara do Pará,PA,2024,0.069
Santa Carmem,MT,2020,21.479
Santa Carmem,MT,2021,8.474
Santa Carmem,MT,2022,37.238
Santa Carmem,MT,2023,20.455
Santa Carmem,MT,2024,10.403
Santa Cruz do Xingu,MT,2020,11.89
Santa Cruz do Xingu,MT,2021,11.389
Santa Cruz do Xingu,MT,2022,13.687
Santa Cruz do Xingu,MT,2023,13.711
Santa Cruz do Xingu,MT,2024,2.188
Santa Filomena do Maranhão,MA,2020,0.653
Santa Filomena do Maranhão,MA,2021,0.469
Santa Filomena do Maranhão,MA,2022,0.149
Santa Filomena do Maranhão,MA,2023,0.721
Santa Filomena do Maranhão,MA,2024,0.235
Santa Fé do Araguaia,TO,2020,0.116
Santa Fé do Araguaia,TO,2021,0.131
Santa Fé do Araguaia,TO,2022,0.1
Santa Fé do Araguaia,TO,2023,0.234
Santa Fé do Araguaia,TO,2024,0.105
Santa Helena,MA,2020,12.101
Santa Helena,MA,2021,2.237
Santa Helena,MA,2022,0.086
Santa Helena,MA,2024,3.34
Santa Isabel do Rio Negro,AM,2020,1.015
Santa Isabel do Rio Negro,AM,2021,1.745
Santa Isabel do Rio Negro,AM,2022,0.119
Santa Isabel do Rio Negro,AM,2023,0.637
Santa Isabel do Rio Negro,AM,2024,1.735
Santa Izabel do Pará,PA,2020,0.351
Santa Izabel do Pará,PA,2021,0.517
Santa Izabel do Pará,PA,2022,0.226
Santa Izabel do Pará,PA,2024,0.449
Santa Luzia,MA,2020,6.148
Santa Luzia,MA,2021,3.776
Santa Luzia,MA,2022,2.435
Santa Luzia,MA,2023,7.14
Santa Luzia,MA,2024,2.629
Santa Luzia D'Oeste,RO,2020,0.82
Santa Luzia D'Oeste,RO,2021,1.036
Santa Luzia D'Oeste,RO,2022,0.194
Santa Luzia D'Oeste,RO,2023,0.064
Santa Luzia D'Oeste,RO,2024,0.53
Santa Luzia do Paruá,MA,2020,1.48
Santa Luzia do Paruá,MA,2024,0.212
Santa Luzia do Pará,PA,2020,0.612
Santa Luzia do Pará,PA,2023,1.018
Santa Maria das Barreiras,PA,2020,32.844
Santa Maria das Barreiras,PA,2021,12.416
Santa Maria das Barreiras,PA,2022,16.056
Santa Maria das Barreiras,PA,2023,13.929
Santa Maria das Barreiras,PA,2024,15.186
Santa Maria do Pará,PA,2020,0.1
Santa Maria do Pará,PA,2023,0.232
Santa Maria do Pará,PA,2024,0.149
Santa Rita,MA,2020,4.202
Santa Rita,MA,2021,1.931
Santa Rita,MA,2022,2.059
Santa Rita,MA,2023,4.904
Santa Rita,MA,2024,1.971
Santa Rita do Tocantins,TO,2024,0.073
Santa Rita do Trivelato,MT,2021,8.404
Santa Rita do Trivelato,MT,2024,1.756
Santa Rosa do Purus,AC,2020,5.162
Santa Rosa do Purus,AC,2021,4.102
Santa Rosa do Purus,AC,2022,3.556
Santa Rosa do Purus,AC,2023,1.905
Santa Rosa do Purus,AC,2024,1.313
Santa Terezinha,MT,2020,17.98
Santa Terezinha,MT,2021,22.845
Santa Terezinha,MT,2022,23.292
Santa Terezinha,MT,2023,9.651
Santa Terezinha,MT,2024,24.177
Santa Terezinha do Tocantins,TO,2020,0.676
Santa Terezinha do Tocantins,TO,2021,1.111
Santa Terezinha do Tocantins,TO,2022,0.879
Santa Terezinha do Tocantins,TO,2023,0.268
Santana,AP,2020,0.348
Santana,AP,2021,0.13
Santana,AP,2023,0.078
Santana,AP,2024,0.225
Santana do Araguaia,PA,2020,51.373
Santana do Araguaia,PA,2021,26.243
Santana do Araguaia,PA,2022,17.163
Santana do Araguaia,PA,2023,7.794
Santana do Araguaia,PA,2024,9.682
Santarém,PA,2020,15.596
Santarém,PA,2021,17.568
Santarém,PA,2022,56.074
Santarém,PA,2023,51.78
Santarém,PA,2024,57.095
Santarém Novo,PA,2020,0.066
Santarém Novo,PA,2021,0.088
Santarém Novo,PA,2022,0.167
Santarém Novo,PA,2023,0.077
Santarém Novo,PA,2024,0.259
Santo Afonso,MT,2020,1.662
Santo Afonso,MT,2021,3.317
Santo Afonso,MT,2022,0.201
Santo Afonso,MT,2023,0.694
Santo Afonso,MT,2024,0.252
Santo Antônio de Leverger,MT,2020,2.525
Santo Antônio de Leverger,MT,2021,1.357
Santo Antônio de Leverger,MT,2022,0.252
Santo Antônio de Leverger,MT,2023,0.135
Santo Antônio de Leverger,MT,2024,0.722
Santo Antônio do Içá,AM,2020,3.02
Santo Antônio do Içá,AM,2021,1.813
Santo Antônio do Içá,AM,2022,2.035
Santo Antônio do Içá,AM,2023,1.692
Santo Antônio do Içá,AM,2024,2.472
Santo Antônio do Tauá,PA,2020,0.387
Santo Antônio do Tauá,PA,2021,0.471
Santo Antônio do Tauá,PA,2023,0.121
Santo Antônio do Tauá,PA,2024,0.221
Santo Antônio dos Lopes,MA,2020,0.136
Santo Antônio dos Lopes,MA,2021,1.354
Santo Antônio dos Lopes,MA,2022,2.644
Santo Antônio dos Lopes,MA,2023,1.466
Santo Antônio dos Lopes,MA,2024,0.432
Sapezal,MT,2020,1.997
Sapezal,MT,2021,3.225
Sapezal,MT,2022,0.071
Sapezal,MT,2023,0.232
Sapucaia,PA,2020,4.095
Sapucaia,PA,2021,1.596
Sapucaia,PA,2022,2.066
Sapucaia,PA,2023,0.442
Sapucaia,PA,2024,0.447
Sena Madureira,AC,2020,73.281
Sena Madureira,AC,2021,111.517
Sena Madureira,AC,2022,105.815
Sena Madureira,AC,2023,53.193
Sena Madureira,AC,2024,44.061
Senador Alexandre Costa,MA,2020,2.367
Senador Alexandre Costa,MA,2021,2.781
Senador Alexandre Costa,MA,2022,1.398
Senador Alexandre Costa,MA,2023,1.303
Senador Alexandre Costa,MA,2024,2.953
Senador Guiomard,AC,2020,9.857
Senador Guiomard,AC,2021,20.211
Senador Guiomard,AC,2022,16.907
Senador Guiomard,AC,2023,6.226
Senador Guiomard,AC,2024,7.17
Senador José Porfírio,PA,2020,147.28
Senador José Porfírio,PA,2021,112.543
Senador José Porfírio,PA,2022,122.245
Senador José Porfírio,PA,2023,72.775
Senador José Porfírio,PA,2024,46.515
Senador La Rocque,MA,2020,0.522
Senador La Rocque,MA,2021,0.38
Senador La Rocque,MA,2022,0.832
Senador La Rocque,MA,2023,1.218
Senador La Rocque,MA,2024,0.082
Seringueiras,RO,2020,33.83
Seringueiras,RO,2021,31.714
Seringueiras,RO,2022,16.867
Seringueiras,RO,2023,7.378
Seringueiras,RO,2024,2.977
Serra Nova Dourada,MT,2020,2.202
Serra Nova Dourada,MT,2021,3.021
Serra Nova Dourada,MT,2022,4.061
Serra Nova Dourada,MT,2023,1.274
Serra Nova Dourada,MT,2024,1.379
Serra do Navio,AP,2020,0.08
Serra do Navio,AP,2021,0.346
Serra do Navio,AP,2022,0.173
Serra do Navio,AP,2023,0.194
Serra do Navio,AP,2024,0.149
Silves,AM,2020,1.568
Silves,AM,2021,1.496
Silves,AM,2022,0.999
Silves,AM,2023,0.785
Silves,AM,2024,1.673
Sinop,MT,2020,10.002
Sinop,MT,2021,6.494
Sinop,MT,2022,4.814
Sinop,MT,2023,4.671
Sinop,MT,2024,3.408
Sorriso,MT,2020,0.333
Sorriso,MT,2021,0.877
Sorriso,MT,2023,0.918
Sorriso,MT,2024,1.581
São Bento,MA,2020,0.095
São Bento do Tocantins,TO,2021,0.25
São Bento do Tocantins,TO,2022,0.266
São Bento do Tocantins,TO,2024,0.463
São Caetano de Odivelas,PA,2020,0.9
São Caetano de Odivelas,PA,2021,0.378
São Caetano de Odivelas,PA,2022,0.176
São Caetano de Odivelas,PA,2023,0.772
São Caetano de Odivelas,PA,2024,1.273
São Domingos do Araguaia,PA,2020,1.411
São Domingos do Araguaia,PA,2021,1.511
São Domingos do Araguaia,PA,2022,1.418
São Domingos do Araguaia,PA,2023,1.412
São Domingos do Araguaia,PA,2024,0.631
São Domingos do Capim,PA,2020,2.137
São Domingos do Capim,PA,2021,1.348
São Domingos do Capim,PA,2022,0.827
São Domingos do Capim,PA,2023,1.799
São Domingos do Capim,PA,2024,1.232
São Domingos do Maranhão,MA,2020,5.627
São Domingos do Maranhão,MA,2021,7.534
São Domingos do Maranhão,MA,2022,11.598
São Domingos do Maranhão,MA,2023,7.551
São Domingos do Maranhão,MA,2024,6.894
São Felipe D'Oeste,RO,2021,0.333
São Felipe D'Oeste,RO,2022,0.232
São Felipe D'Oeste,RO,2023,0.077
São Felipe D'Oeste,RO,2024,0.19
São Francisco do Brejão,MA,2020,0.696
São Francisco do Brejão,MA,2021,0.544
São Francisco do Brejão,MA,2022,0.303
São Francisco do Brejão,MA,2023,0.192
São Francisco do Brejão,MA,2024,0.168
São Francisco do Guaporé,RO,2020,21.891
São Francisco do Guaporé,RO,2021,32.107
São Francisco do Guaporé,RO,2022,20.442
São Francisco do Guaporé,RO,2023,11.68
São Francisco do Guaporé,RO,2024,7.182
São Francisco do Pará,PA,2020,0.209
São Francisco do Pará,PA,2021,0.236
São Francisco do Pará,PA,2022,0.223
São Francisco do Pará,PA,2023,0.124
São Francisco do Pará,PA,2024,0.245
São Félix do Araguaia,MT,2020,17.284
São Félix do Araguaia,MT,2021,21.917
São Félix do Araguaia,MT,2022,34.133
São Félix do Araguaia,MT,2023,37.32
São Félix do Araguaia,MT,2024,15.335
São Félix do Xingu,PA,2020,609.849
São Félix do Xingu,PA,2021,573.089
São Félix do Xingu,PA,2022,528.225
São Félix do Xingu,PA,2023,313.478
São Félix do Xingu,PA,2024,100.302
São Gabriel da Cachoeira,AM,2020,6.404
São Gabriel da Cachoeira,AM,2021,5.592
São Gabriel da Cachoeira,AM,2022,2.382
São Gabriel da Cachoeira,AM,2023,2.994
São Gabriel da Cachoeira,AM,2024,1.379
São Geraldo do Araguaia,PA,2020,1.261
São Geraldo do Araguaia,PA,2021,1.365
São Geraldo do Araguaia,PA,2022,0.552
São Geraldo do Araguaia,PA,2023,0.355
São Geraldo do Araguaia,PA,2024,0.203
São José de Ribamar,MA,2020,0.572
São José de Ribamar,MA,2021,0.202
São José de Ribamar,MA,2022,0.088
São José de Ribamar,MA,2023,0.677
São José de Ribamar,MA,2024,0.188
São José do Rio Claro,MT,2020,3.222
São José do Rio Claro,MT,2021,23.865
São José do Rio Claro,MT,2022,17.394
São José do Rio Claro,MT,2023,8.489
São José do Rio Claro,MT,2024,30.4
São José do Xingu,MT,2020,1.196
São José do Xingu,MT,2021,1.606
São José do Xingu,MT,2022,6.025
São José do Xingu,MT,2023,4.595
São José do Xingu,MT,2024,9.257
São José dos Basílios,MA,2020,0.071
São José dos Basílios,MA,2021,0.459
São José dos Basílios,MA,2022,0.337
São José dos Basílios,MA,2023,0.491
São José dos Basílios,MA,2024,0.703
São José dos Quatro Marcos,MT,2020,0.303
São José dos Quatro Marcos,MT,2021,0.165
São João da Baliza,RR,2020,8.432
São João da Baliza,RR,2021,21.322
São João da Baliza,RR,2022,17.173
São João da Baliza,RR,2023,8.625
São João da Baliza,RR,2024,8.336
São João da Ponta,PA,2020,0.652
São João da Ponta,PA,2021,0.396
São João da Ponta,PA,2022,0.401
São João da Ponta,PA,2023,0.308
São João da Ponta,PA,2024,0.555
São João de Pirabas,PA,2020,0.566
São João de Pirabas,PA,2021,1.839
São João de Pirabas,PA,2022,0.957
São João de Pirabas,PA,2023,0.788
São João de Pirabas,PA,2024,1.288
São João do Araguaia,PA,2020,4.772
São João do Araguaia,PA,2021,5.375
São João do Araguaia,PA,2022,4.806
São João do Araguaia,PA,2023,3.274
São João do Araguaia,PA,2024,3.097
São João do Carú,MA,2020,0.892
São João do Carú,MA,2022,0.109
São João do Carú,MA,2023,0.124
São João do Carú,MA,2024,0.084
São João do Paraíso,MA,2020,0.601
São João do Paraíso,MA,2021,0.538
São João do Paraíso,MA,2022,1.295
São João do Paraíso,MA,2023,0.459
São Luiz,RR,2020,5.943
São Luiz,RR,2021,7.054
São Luiz,RR,2022,8.447
São Luiz,RR,2023,10.708
São Luiz,RR,2024,7.002
São Luís,MA,2020,1.245
São Luís,MA,2021,1.397
São Luís,MA,2022,0.641
São Luís,MA,2023,1.531
São Luís,MA,2024,0.296
São Luís Gonzaga do Maranhão,MA,2020,0.071
São Luís Gonzaga do Maranhão,MA,2021,0.065
São Luís Gonzaga do Maranhão,MA,2022,0.17
São Luís Gonzaga do Maranhão,MA,2024,0.119
São Mateus do Maranhão,MA,2020,0.143
São Miguel do Guamá,PA,2020,0.657
São Miguel do Guamá,PA,2021,0.751
São Miguel do Guamá,PA,2022,0.393
São Miguel do Guamá,PA,2023,0.1
São Miguel do Guamá,PA,2024,0.959
São Miguel do Guaporé,RO,2020,20.545
São Miguel do Guaporé,RO,2021,12.422
São Miguel do Guaporé,RO,2022,10.23
São Miguel do Guaporé,RO,2023,6.445
São Miguel do Guaporé,RO,2024,3.542
São Miguel do Tocantins,TO,2020,0.485
São Miguel do Tocantins,TO,2021,1.266
São Miguel do Tocantins,TO,2022,0.816
São Miguel do Tocantins,TO,2023,0.467
São Miguel do Tocantins,TO,2024,0.347
São Paulo de Olivença,AM,2020,3.482
São Paulo de Olivença,AM,2021,1.44
São Paulo de Olivença,AM,2022,0.813
São Paulo de Olivença,AM,2023,1.718
São Paulo de Olivença,AM,2024,1.806
São Pedro da Água Branca,MA,2020,1.051
São Pedro da Água Branca,MA,2021,0.993
São Pedro da Água Branca,MA,2022,0.295
São Pedro da Água Branca,MA,2023,1.958
São Pedro da Água Branca,MA,2024,0.542
São Raimundo do Doca Bezerra,MA,2023,0.149
São Raimundo do Doca Bezerra,MA,2024,0.097
São Sebastião da Boa Vista,PA,2020,0.413
São Sebastião da Boa Vista,PA,2021,0.273
São Sebastião da Boa Vista,PA,2024,0.076
São Sebastião do Tocantins,TO,2022,0.114
São Sebastião do Uatumã,AM,2020,1.32
São Sebastião do Uatumã,AM,2021,1.596
São Sebastião do Uatumã,AM,2022,4.887
São Sebastião do Uatumã,AM,2023,2.164
São Sebastião do Uatumã,AM,2024,2.441
Sítio Novo,MA,2021,0.093
Sítio Novo,MA,2023,0.16
Sítio Novo do Tocantins,TO,2020,0.2
Sítio Novo do Tocantins,TO,2021,0.184
Sítio Novo do Tocantins,TO,2022,0.263
Sítio Novo do Tocantins,TO,2023,0.414
Tabaporã,MT,2020,7.204
Tabaporã,MT,2021,23.114
Tabaporã,MT,2022,30.631
Tabaporã,MT,2023,35.645
Tabaporã,MT,2024,7.637
Tabatinga,AM,2020,0.639
Tabatinga,AM,2021,3.699
Tabatinga,AM,2022,1.341
Tabatinga,AM,2023,1.416
Tabatinga,AM,2024,4.061
Tailândia,PA,2020,38.071
Tailândia,PA,2021,38.45
Tailândia,PA,2022,24.678
Tailândia,PA,2023,35.342
Tailândia,PA,2024,69.56
Tangará da Serra,MT,2020,0.84
Tangará da Serra,MT,2021,1.111
Tangará da Serra,MT,2022,0.082
Tangará da Serra,MT,2023,2.658
Tangará da Serra,MT,2024,0.115
Tapauá,AM,2020,16.794
Tapauá,AM,2021,51.553
Tapauá,AM,2022,66.894
Tapauá,AM,2023,32.931
Tapauá,AM,2024,12.013
Tapurah,MT,2020,5.312
Tapurah,MT,2021,2.914
Tapurah,MT,2022,4.632
Tapurah,MT,2023,10.2
Tapurah,MT,2024,9.944
Tarauacá,AC,2020,51.12
Tarauacá,AC,2021,103.945
Tarauacá,AC,2022,112.265
Tarauacá,AC,2023,47.997
Tarauacá,AC,2024,44.89
Tartarugalzinho,AP,2020,1.23
Tartarugalzinho,AP,2021,0.876
Tartarugalzinho,AP,2022,0.165
Tartarugalzinho,AP,2023,1.62
Tartarugalzinho,AP,2024,0.417
Tefé,AM,2020,10.47
Tefé,AM,2021,12.786
Tefé,AM,2022,2.231
Tefé,AM,2023,12.39
Tefé,AM,2024,14.874
Teixeirópolis,RO,2020,0.389
Teixeirópolis,RO,2021,0.341
Terra Alta,PA,2020,0.21
Terra Alta,PA,2021,0.131
Terra Alta,PA,2022,0.1
Terra Alta,PA,2023,0.265
Terra Alta,PA,2024,0.337
Terra Nova do Norte,MT,2020,1.743
Terra Nova do Norte,MT,2021,2.826
Terra Nova do Norte,MT,2022,2.022
Terra Nova do Norte,MT,2023,0.344
Terra Nova do Norte,MT,2024,2.383
Terra Santa,PA,2020,3.602
Terra Santa,PA,2021,3.756
Terra Santa,PA,2022,5.368
Terra Santa,PA,2023,5.621
Terra Santa,PA,2024,4.828
Theobroma,RO,2020,4.678
Theobroma,RO,2021,4.489
Theobroma,RO,2022,5.523
Theobroma,RO,2023,3.913
Theobroma,RO,2024,2.9
Timbiras,MA,2020,0.063
Timbiras,MA,2021,0.217
Timbiras,MA,2022,0.345
Timbiras,MA,2023,0.351
Timbiras,MA,2024,1.436
Tocantinópolis,TO,2020,0.411
Tocantinópolis,TO,2021,0.1
Tocantinópolis,TO,2022,0.255
Tocantinópolis,TO,2023,0.78
Tocantinópolis,TO,2024,0.181
Tomé-Açu,PA,2020,15.656
Tomé-Açu,PA,2021,22.745
Tomé-Açu,PA,2022,22.5
Tomé-Açu,PA,2023,14.97
Tomé-Açu,PA,2024,25.423
Tonantins,AM,2020,1.13
Tonantins,AM,2021,0.52
Tonantins,AM,2022,0.079
Tonantins,AM,2023,3.43
Tonantins,AM,2024,22.249
Tracuateua,PA,2020,0.077
Tracuateua,PA,2021,0.284
Tracuateua,PA,2023,1.001
Tracuateua,PA,2024,0.093
Trairão,PA,2020,82.356
Trairão,PA,2021,120.511
Trairão,PA,2022,113.754
Trairão,PA,2023,27.002
Trairão,PA,2024,44.281
Tucumã,PA,2020,2.643
Tucumã,PA,2021,0.916
Tucumã,PA,2022,1.15
Tucumã,PA,2023,3.938
Tucumã,PA,2024,0.49
Tucuruí,PA,2020,8.547
Tucuruí,PA,2021,14.438
Tucuruí,PA,2022,7.389
Tucuruí,PA,2023,10.854
Tucuruí,PA,2024,8.558
Tuntum,MA,2020,3.849
Tuntum,MA,2021,10.192
Tuntum,MA,2022,7.031
Tuntum,MA,2023,13.322
Tuntum,MA,2024,9.405
Tupiratins,TO,2023,0.498
Tupiratins,TO,2024,1.135
Turiaçu,MA,2020,1.097
Turiaçu,MA,2021,0.667
Turiaçu,MA,2023,1.468
Turiaçu,MA,2024,5.295
Turilândia,MA,2020,11.436
Turilândia,MA,2021,2.673
Turilândia,MA,2022,0.313
Turilândia,MA,2024,5.337
Uarini,AM,2020,3.473
Uarini,AM,2021,5.98
Uarini,AM,2022,1.28
Uarini,AM,2023,4.243
Uarini,AM,2024,6.351
Uiramutã,RR,2020,0.99
Uiramutã,RR,2021,0.534
Uiramutã,RR,2022,0.485
Uiramutã,RR,2024,0.698
Ulianópolis,PA,2020,57.045
Ulianópolis,PA,2021,74.793
Ulianópolis,PA,2022,17.224
Ulianópolis,PA,2023,22.273
Ulianópolis,PA,2024,22.959
União do Sul,MT,2020,133.778
União do Sul,MT,2021,67.295
União do Sul,MT,2022,56.99
União do Sul,MT,2023,92.862
União do Sul,MT,2024,43.047
Uruará,PA,2020,133.282
Uruará,PA,2021,139.835
Uruará,PA,2022,196.146
Uruará,PA,2023,103.342
Uruará,PA,2024,96.529
Urucará,AM,2020,0.469
Urucará,AM,2021,0.931
Urucará,AM,2022,1.363
Urucará,AM,2023,0.838
Urucará,AM,2024,3.803
Urucurituba,AM,2020,0.066
Urucurituba,AM,2021,0.838
Urucurituba,AM,2022,1.458
Urucurituba,AM,2024,0.063
Urupá,RO,2020,1.054
Urupá,RO,2021,0.822
Urupá,RO,2022,0.138
Urupá,RO,2023,0.454
Urupá,RO,2024,0.116
Vale de São Domingos,MT,2020,0.555
Vale de São Domingos,MT,2021,4.149
Vale de São Domingos,MT,2022,3.813
Vale de São Domingos,MT,2023,4.967
Vale de São Domingos,MT,2024,0.36
Vale do Anari,RO,2020,7.201
Vale do Anari,RO,2021,9.194
Vale do Anari,RO,2022,4.369
Vale do Anari,RO,2023,4.175
Vale do Anari,RO,2024,1.41
Vale do Paraíso,RO,2020,2.09
Vale do Paraíso,RO,2021,2.287
Vale do Paraíso,RO,2022,1.191
Vale do Paraíso,RO,2023,0.303
Vale do Paraíso,RO,2024,0.284
Vargem Grande,MA,2020,0.863
Vargem Grande,MA,2021,0.38
Vargem Grande,MA,2022,0.38
Vargem Grande,MA,2023,1.815
Vargem Grande,MA,2024,1.909
Vera,MT,2020,1.961
Vera,MT,2021,12.807
Vera,MT,2022,2.866
Vera,MT,2023,1.603
Vera,MT,2024,1.035
Viana,MA,2020,0.146
Viana,MA,2021,0.623
Viana,MA,2023,0.227
Viana,MA,2024,0.883
Vigia,PA,2020,0.544
Vigia,PA,2021,0.334
Vigia,PA,2022,0.378
Vigia,PA,2024,0.228
Vila Bela da Santíssima Trindade,MT,2020,11.171
Vila Bela da Santíssima Trindade,MT,2021,5.582
Vila Bela da Santíssima Trindade,MT,2022,4.62
